City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Dingle,PH,10.9995,122.6711,82.44,70,97,1.32,overcast clouds
339,Chopovychi,UA,50.8332,28.9533,32.25,80,2,8.81,clear sky
340,Great Yarmouth,GB,52.6083,1.7305,44.01,93,75,3.44,broken clouds
341,Horni Plana,CZ,48.7674,14.0326,39.99,76,85,11.01,overcast clouds
342,Ostrovnoy,RU,68.0531,39.5131,34.72,99,100,5.99,overcast clouds
343,Atyashevo,RU,54.5644,46.0691,38.77,84,93,15.21,overcast clouds
344,Mackenzie,CA,55.2999,-123.1698,46.4,27,40,6.91,scattered clouds
345,Tasiilaq,GL,65.6145,-37.6368,42.8,70,75,20.71,broken clouds
346,Asau,RO,46.4333,26.4,45.0,50,85,2.8,overcast clouds
347,Liverpool,GB,53.4106,-2.9779,46.99,76,20,13.8,few clouds
348,Beaupre,CA,47.0443,-70.8953,62.6,29,56,5.75,broken clouds
349,Sept-Iles,CA,50.2001,-66.3821,43.0,70,40,9.22,scattered clouds
350,Robertsport,LR,6.7533,-11.3686,81.79,81,38,7.58,moderate rain
351,Iquique,CL,-20.2208,-70.1431,66.2,55,0,10.36,clear sky
352,Bubaque,GW,11.2833,-15.8333,78.53,65,3,19.6,clear sky
353,Kihei,US,20.785,-156.4656,82.4,57,40,26.46,scattered clouds
354,Maine-Soroa,NE,13.2114,12.0241,87.13,22,82,8.48,broken clouds
355,Katsuura,JP,35.1333,140.3,64.4,59,75,13.8,broken clouds
356,Sibolga,ID,1.7427,98.7792,75.45,86,100,2.59,overcast clouds
357,Seymchan,RU,62.8833,152.4333,16.97,70,75,6.24,broken clouds
358,Tchollire,CM,8.4022,14.1698,78.37,68,100,2.86,overcast clouds
359,Santa Rosa,PH,14.3122,121.1114,82.99,78,20,5.75,few clouds
360,Qaqortoq,GL,60.7167,-46.0333,53.6,32,90,29.93,overcast clouds
361,Macheng,CN,31.1783,115.0319,56.89,90,100,8.52,overcast clouds
362,Tamiahua,MX,21.2667,-97.45,80.38,77,100,9.95,overcast clouds
363,Ostersund,SE,63.1792,14.6357,28.4,69,27,11.5,scattered clouds
364,Sivas,TR,39.7916,37.0019,42.8,70,0,3.44,clear sky
365,Talnakh,RU,69.4865,88.3972,14.27,95,99,9.13,overcast clouds
366,Vryburg,ZA,-26.9566,24.7284,54.01,37,0,2.26,clear sky
367,Lac Du Bonnet,CA,50.2536,-96.0612,45.0,45,100,4.12,overcast clouds
368,Westport,US,41.1415,-73.3579,57.2,47,1,12.66,clear sky
369,Karratha,AU,-20.7377,116.8463,79.81,28,0,12.68,clear sky
370,Sorong,ID,-0.8833,131.25,80.92,82,48,6.67,scattered clouds
371,Raffadali,IT,37.4036,13.5331,46.0,90,0,5.79,clear sky
372,Karachi,PK,24.9056,67.0822,80.6,50,0,9.62,dust
373,Cayenne,GF,4.9333,-52.3333,79.0,89,90,3.44,overcast clouds
374,Galle,LK,6.0367,80.217,79.07,82,68,3.13,broken clouds
375,Ornskoldsvik,SE,63.2909,18.7153,32.0,59,99,11.5,overcast clouds
376,Bubanza,BI,-3.1167,29.4,66.43,94,100,1.79,light rain
377,Limon,CR,10.0,-83.0333,82.4,78,40,9.22,scattered clouds
378,Adrar,MR,20.5022,-10.0711,79.99,11,22,9.64,few clouds
379,Awbari,LY,26.5921,12.7805,73.6,31,0,16.44,clear sky
380,Male,MV,4.1748,73.5089,84.2,79,20,9.22,few clouds
381,Muriwai Beach,NZ,-36.8167,174.45,66.0,61,5,1.99,clear sky
382,Key West,US,24.5557,-81.7826,80.6,78,1,8.05,light rain
383,Vostok,RU,46.4856,135.8833,33.39,38,26,11.39,scattered clouds
384,Meiganga,CM,6.5167,14.3,66.7,96,100,3.31,overcast clouds
385,Taltal,CL,-25.4,-70.4833,62.62,82,20,3.87,few clouds
386,Termoli,IT,41.9888,14.9895,49.44,50,11,6.26,few clouds
387,La Rioja,ES,42.25,-2.5,55.0,87,0,8.05,clear sky
388,Ust-Tsilma,RU,65.441,52.1498,42.48,85,70,7.38,broken clouds
389,Rocha,UY,-34.4833,-54.3333,63.99,88,99,14.27,overcast clouds
390,Wagrowiec,PL,52.8084,17.1996,37.4,60,0,4.61,clear sky
391,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.48,78,9,5.86,clear sky
392,Ilhabela,BR,-23.7781,-45.3581,70.2,87,30,2.51,scattered clouds
393,Barela,IN,23.1,80.05,78.78,16,36,3.51,scattered clouds
394,Jiuquan,CN,39.7432,98.5174,51.64,33,100,6.46,overcast clouds
395,Kaili,ID,-3.4626,120.2147,72.18,84,48,0.98,scattered clouds
396,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.6,78,0,2.3,light rain
397,Banda Aceh,ID,5.5577,95.3222,79.65,72,98,8.95,overcast clouds
398,Port Lincoln,AU,-34.7333,135.8667,62.22,59,0,2.59,clear sky
399,Boffa,GN,10.1667,-14.0333,76.03,78,26,3.96,scattered clouds
400,Sampit,ID,-2.5333,112.95,79.48,76,62,1.05,broken clouds
401,Tiznit,MA,29.5833,-9.5,56.35,70,0,2.68,clear sky
402,Oktyabrskoye,RU,43.0645,44.7417,55.4,67,97,6.71,overcast clouds
403,Goundam,ML,16.4145,-3.6708,90.48,10,93,6.04,overcast clouds
404,Angoram,PG,-4.0625,144.0661,77.61,94,94,1.54,overcast clouds
405,Puerto Escondido,MX,15.85,-97.0667,84.2,79,75,5.03,broken clouds
406,Comodoro Rivadavia,AR,-45.8667,-67.5,55.4,76,0,2.3,clear sky
407,Vila Velha,BR,-20.3297,-40.2925,75.2,83,75,1.14,broken clouds
408,Ribeira Grande,PT,38.5167,-28.7,59.76,74,97,20.94,overcast clouds
409,Marsassoum,SN,12.8275,-15.9806,73.4,78,0,4.61,clear sky
410,Marawi,PH,7.9986,124.2928,82.0,74,51,4.0,broken clouds
411,Hovd,MN,48.0056,91.6419,25.54,28,44,9.35,scattered clouds
412,Pizarro,CO,4.9533,-77.366,79.0,83,93,4.05,overcast clouds
413,Gweta,BW,-20.1833,25.2333,69.85,22,4,6.93,clear sky
414,Mehamn,NO,71.0357,27.8492,31.98,81,96,18.05,light snow
415,Crixas,BR,-14.5489,-49.9692,74.08,64,29,2.39,scattered clouds
416,Mantua,IT,45.1667,10.7833,54.0,70,3,3.0,clear sky
417,Hudson Bay,CA,52.85,-102.3842,35.2,34,100,7.9,overcast clouds
418,Kamen-Rybolov,RU,44.7481,132.0403,44.01,38,50,18.84,scattered clouds
419,Chabahar,IR,25.2919,60.643,80.78,68,94,5.73,overcast clouds
420,Nouadhibou,MR,20.931,-17.0347,66.2,88,20,13.8,few clouds
421,Uyemskiy,RU,64.4743,40.8524,37.4,81,0,6.71,clear sky
422,Ortona,IT,42.3496,14.4039,41.0,81,27,5.75,scattered clouds
423,Nyurba,RU,63.2842,118.3319,35.58,81,100,5.93,overcast clouds
424,Antunez,MX,19.0167,-102.2,80.6,24,1,8.05,clear sky
425,Garowe,SO,8.4054,48.4845,77.49,73,46,9.75,scattered clouds
426,Kaoma,ZM,-14.7833,24.8,61.56,61,87,1.21,overcast clouds
427,Mogadishu,SO,2.0371,45.3438,82.62,75,90,12.26,overcast clouds
428,Tuban,ID,-6.8976,112.0649,78.01,81,4,5.64,clear sky
429,Batagay-Alyta,RU,67.8006,130.4114,23.85,72,100,4.63,overcast clouds
430,Aguimes,ES,27.9054,-15.4461,66.0,88,40,5.75,scattered clouds
431,Road Town,VG,18.4167,-64.6167,80.6,78,40,6.91,scattered clouds
432,Natal,BR,-5.795,-35.2094,80.6,78,20,5.75,few clouds
433,Constitucion,CL,-35.3333,-72.4167,57.15,69,2,9.62,clear sky
434,Hirara,JP,24.8,125.2833,73.4,78,75,13.8,broken clouds
435,Witu,KE,-2.3889,40.4382,77.79,86,97,5.21,overcast clouds
436,Basco,PH,20.4487,121.9702,76.24,73,68,10.18,broken clouds
437,Tromso,NO,69.6496,18.957,30.2,69,75,1.61,broken clouds
438,Samarkand,UZ,39.6542,66.9597,55.4,50,27,2.3,scattered clouds
439,Charters Towers,AU,-20.1,146.2667,71.65,77,100,13.78,overcast clouds
440,Plettenberg Bay,ZA,-34.0527,23.3716,61.36,89,72,2.04,broken clouds
441,Faanui,PF,-16.4833,-151.75,79.86,71,100,9.42,overcast clouds
442,Ilkal,IN,15.9667,76.1333,84.9,47,84,3.42,broken clouds
443,Sitka,US,57.0531,-135.33,60.8,20,20,10.36,few clouds
444,Nadvoitsy,RU,63.8667,34.3167,34.41,97,100,7.99,light snow
445,Lima,PE,-12.0432,-77.0282,70.0,88,75,12.66,broken clouds
446,Hofn,IS,64.2539,-15.2082,45.09,89,90,4.16,overcast clouds
447,Puerto Leguizamo,CO,-0.1934,-74.7819,74.86,93,95,1.92,overcast clouds
448,Poum,NC,-20.2333,164.0167,78.31,79,96,11.01,overcast clouds
449,Radyvyliv,UA,50.1299,25.2558,36.16,84,82,6.35,broken clouds
450,Krasnoselkup,RU,65.7,82.4667,30.27,94,100,7.0,overcast clouds
451,Machico,PT,32.7,-16.7667,60.8,72,40,5.75,scattered clouds
452,Shelburne,CA,44.0787,-80.2041,59.0,33,90,5.75,overcast clouds
453,College,US,64.8569,-147.8028,62.6,21,20,0.96,few clouds
454,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.76,84,4,2.89,clear sky
455,Orel-Izumrud,RU,43.4583,39.9244,54.0,87,90,4.47,light rain
456,Tura,IN,25.5198,90.2201,73.54,40,66,4.34,broken clouds
457,Bowen,AU,-20.0167,148.2333,75.2,78,90,13.8,overcast clouds
458,Tomigusuku,JP,26.185,127.675,73.0,73,75,12.66,broken clouds
459,Esso,RU,55.9333,158.7,34.25,99,100,3.87,light snow
460,Bartica,GY,6.4,-58.6167,77.0,94,75,6.91,broken clouds
461,Vega De Alatorre,MX,20.0333,-96.6333,82.72,71,77,16.69,broken clouds
462,Urubicha,BO,-15.3833,-62.95,71.98,97,87,0.85,overcast clouds
463,Chernyshevskiy,RU,63.0128,112.4714,30.29,97,100,4.21,overcast clouds
464,Atkinson,US,42.8384,-71.147,66.2,25,1,4.61,clear sky
465,Andros Town,BS,24.7,-77.7667,79.32,72,24,13.53,few clouds
466,Miyako,JP,39.6367,141.9525,57.33,45,100,5.41,moderate rain
467,Makakilo City,US,21.3469,-158.0858,84.2,47,75,6.91,broken clouds
468,Biloli,IN,18.7667,77.7333,83.12,37,2,3.22,clear sky
469,Terra Santa,BR,-2.1042,-56.4869,76.53,94,68,1.52,broken clouds
470,Great Bend,US,38.3645,-98.7648,66.0,39,1,9.22,clear sky
471,Kommunisticheskiy,RU,61.6789,64.4819,40.33,92,100,5.12,overcast clouds
472,Wajima,JP,37.4,136.9,53.6,71,75,8.05,broken clouds
473,Lamu,KE,-2.2717,40.902,80.04,80,99,8.48,overcast clouds
474,Siddipet,IN,18.1,78.85,79.39,62,10,9.33,clear sky
475,Korla,CN,41.7597,86.1469,41.4,59,23,21.36,few clouds
476,Margate,GB,51.3813,1.3862,46.0,71,37,4.0,scattered clouds
477,Chirongui,YT,-12.9319,45.1483,80.6,83,0,5.75,clear sky
478,Manakara,MG,-22.1333,48.0167,69.37,95,48,5.17,scattered clouds
479,The Pas,CA,53.8251,-101.2541,33.8,37,40,12.66,scattered clouds
480,Bandar-E Lengeh,IR,26.5579,54.8807,80.65,40,1,2.13,clear sky
481,Waingapu,ID,-9.6567,120.2641,80.89,75,18,9.55,few clouds
482,Odienne,CI,9.51,-7.5692,78.21,68,93,8.95,overcast clouds
483,Ridgecrest,US,35.6225,-117.6709,78.8,15,1,31.07,clear sky
484,Peniche,PT,39.3558,-9.3811,60.01,88,93,4.0,light rain
485,Opuwo,NA,-18.0607,13.84,68.86,48,52,3.53,broken clouds
486,Clyde River,CA,70.4692,-68.5914,17.6,93,90,3.44,mist
487,Keta,GH,5.9179,0.9879,78.8,83,20,6.91,moderate rain
488,Madras,IN,13.0878,80.2785,82.4,83,40,2.3,mist
489,Tessalit,ML,20.1986,1.0114,87.06,7,0,6.29,clear sky
490,Maldonado,UY,-34.6667,-54.9167,66.2,77,75,16.11,broken clouds
491,Nobeoka,JP,32.5833,131.6667,62.01,69,2,1.99,clear sky
492,Kolokani,ML,13.5728,-8.0339,89.73,25,66,3.94,broken clouds
493,Raudeberg,NO,61.9875,5.1352,37.0,79,66,12.46,broken clouds
494,Maun,BW,-19.9833,23.4167,55.4,67,0,2.3,clear sky
495,Sola,VU,-13.8833,167.55,83.19,75,100,17.49,light rain
496,Havoysund,NO,70.9963,24.6622,28.4,64,40,6.91,scattered clouds
497,Andenes,NO,69.3143,16.1194,32.0,80,90,4.61,overcast clouds
498,Harsin,IR,34.2721,47.5861,51.8,24,0,4.61,clear sky
499,Puerto Madryn,AR,-42.7692,-65.0385,57.97,54,7,7.96,clear sky
500,Punta,PH,8.9897,125.34,83.98,68,27,3.04,scattered clouds
501,Sinop,TR,41.7711,34.8709,44.87,93,100,3.11,overcast clouds
502,Grand Forks,US,47.9417,-97.4337,48.2,15,40,5.3,scattered clouds
503,Ordzhonikidze,KZ,52.4411,61.7408,44.51,75,95,9.04,overcast clouds
504,Catamarca,AR,-28.4696,-65.7852,60.01,92,27,1.39,scattered clouds
505,Kirakira,SB,-10.4544,161.9205,85.19,67,96,2.17,overcast clouds
506,Shellbrook,CA,53.2168,-106.4011,39.2,28,75,3.44,broken clouds
507,Yakeshi,CN,49.2833,120.7333,45.36,32,28,2.86,scattered clouds
508,Alofi,NU,-19.0595,-169.9187,84.2,79,74,6.91,broken clouds
509,Yulin,CN,22.6333,110.15,76.57,87,97,3.44,overcast clouds
510,Makushino,RU,55.2103,67.2442,41.58,49,100,13.11,overcast clouds
511,Sainte-Marie,RE,-20.8968,55.5496,75.2,88,75,17.27,light rain
512,Mogok,MM,22.9167,96.5,74.12,45,6,2.21,clear sky
513,Cabadiangan,PH,9.7531,122.4739,82.51,73,94,3.29,overcast clouds
514,Pangoa,PE,-12.1167,-73.0,69.49,97,13,1.9,few clouds
515,Anapskaya,RU,44.89,37.38,42.8,81,100,4.47,overcast clouds
516,Forst,DE,51.7333,14.6333,42.01,65,96,4.0,overcast clouds
517,Warrnambool,AU,-38.3833,142.4833,55.0,96,56,1.01,broken clouds
518,Dvinskoy,RU,62.1535,45.1175,41.34,89,9,7.78,clear sky
519,Almaznyy,RU,48.0448,40.045,39.2,81,0,4.47,clear sky
520,Wiwili,NI,13.6268,-85.8254,77.0,65,40,5.48,scattered clouds
521,Kamaishi,JP,39.2667,141.8833,51.8,71,75,2.3,moderate rain
522,Santa Maria,BR,-29.6842,-53.8069,64.4,100,90,2.3,light rain
523,Kochi,IN,9.9399,76.2602,77.0,94,75,3.44,mist
524,Okha,RU,53.5739,142.9478,29.44,70,89,11.9,overcast clouds
525,Taksimo,RU,56.3444,114.8794,33.4,80,100,2.35,overcast clouds
526,Sokolow Podlaski,PL,52.4068,22.2531,36.0,67,73,1.01,broken clouds
527,Jaffna,LK,9.6685,80.0074,81.1,80,18,6.15,few clouds
528,Viedma,AR,-40.8135,-62.9967,56.16,70,66,7.36,broken clouds
529,Port Moresby,PG,-9.4431,147.1797,78.8,89,75,5.75,haze
530,Mulanje,MW,-16.0316,35.5,63.68,88,51,3.47,broken clouds
531,Paso De Carrasco,UY,-34.8603,-56.0522,64.99,72,20,17.27,few clouds
532,Lata,PT,40.1629,-8.3327,62.01,88,40,4.61,scattered clouds
533,Half Moon Bay,US,37.4636,-122.4286,61.0,82,90,9.22,haze
534,Ust-Nera,RU,64.5667,143.2,12.15,87,47,4.79,scattered clouds
535,Nizhniy Kuranakh,RU,58.8353,125.4869,34.11,93,100,6.44,overcast clouds
536,Otradnoye,RU,59.7775,30.8181,36.0,80,0,4.47,clear sky
537,Laguna,US,38.421,-121.4238,66.99,42,75,14.97,broken clouds
538,Teguldet,RU,57.3064,88.1667,32.72,94,100,4.27,overcast clouds
539,Hibbing,US,47.4272,-92.9377,39.2,35,1,11.5,clear sky
540,Roswell,US,34.0232,-84.3616,64.0,94,75,3.44,moderate rain
541,Zhigansk,RU,66.7697,123.3711,33.37,99,100,6.89,light snow
542,Radomsko,PL,51.0671,19.4448,42.01,80,84,3.71,broken clouds
543,Mae Hong Son,TH,19.3003,97.9685,77.85,84,91,1.03,overcast clouds
544,Russell,US,32.3502,-85.1999,66.99,94,90,8.05,overcast clouds
545,Itoman,JP,26.1247,127.6694,73.0,73,75,12.66,broken clouds
546,Ahome,MX,25.9167,-109.1833,84.2,21,1,8.05,clear sky
547,Alzamay,RU,55.5562,98.6644,30.67,89,61,3.04,broken clouds
548,Egvekinot,RU,66.3167,-179.1667,27.46,97,95,5.03,overcast clouds
549,Lapua,FI,62.9693,23.0088,32.0,95,100,1.01,overcast clouds
550,Providencia,MX,28.7167,-111.5833,88.0,24,16,8.01,few clouds
551,Jvari,GE,42.7169,42.052,46.4,93,98,2.3,overcast clouds
552,Hudiksvall,SE,61.729,17.1036,30.99,56,76,3.0,broken clouds
553,Klaksvik,FO,62.2266,-6.589,42.8,81,20,4.83,few clouds
554,Sao Paulo Do Potengi,BR,-5.895,-35.7628,80.6,88,0,4.61,clear sky
555,San Pedro,PH,14.35,121.0167,82.99,78,20,5.75,few clouds
556,Calvinia,ZA,-31.4707,19.776,65.84,39,46,3.78,scattered clouds
557,Karaton,ID,-6.3424,106.1045,80.01,78,20,8.05,haze
558,Lasa,IT,46.6166,10.7002,48.99,57,19,3.49,few clouds
559,Coquimbo,CL,-29.9533,-71.3436,59.0,77,0,3.44,clear sky
560,Tilichiki,RU,60.4667,166.1,29.48,98,100,2.66,light snow
561,Claresholm,CA,50.0333,-113.5852,37.4,80,100,3.44,overcast clouds
562,Tulnici,RO,45.9167,26.6667,46.4,71,20,8.05,few clouds
563,Urumqi,CN,43.801,87.6005,35.6,48,0,8.95,clear sky
564,Griffith,US,41.5284,-87.4237,57.2,76,1,5.75,clear sky
565,North Platte,US,41.1239,-100.7654,59.0,44,40,13.8,scattered clouds
566,Elbistan,TR,38.2059,37.1983,60.06,41,59,2.73,broken clouds
567,Mount Gambier,AU,-37.8333,140.7667,55.4,94,90,5.75,overcast clouds
568,Dongsheng,CN,39.8161,109.9776,45.66,79,100,17.74,moderate rain
569,Doha,QA,25.2867,51.5333,81.0,61,0,4.61,clear sky
570,Maniitsoq,GL,65.4167,-52.9,37.18,72,39,2.73,scattered clouds
571,North Bend,US,43.4065,-124.2243,51.8,87,90,14.97,overcast clouds
572,Vilia,GR,38.1667,23.3333,59.0,72,40,10.36,scattered clouds
573,Middletown,US,39.5151,-84.3983,53.01,87,90,10.36,overcast clouds
574,San Jose,US,37.3394,-121.895,68.0,39,75,18.41,broken clouds
575,Oussouye,SN,12.485,-16.5469,73.4,88,0,4.61,clear sky
576,Goderich,CA,43.7501,-81.7165,57.2,41,100,9.22,overcast clouds
577,Harsud,IN,22.1,76.7333,84.58,20,67,5.28,broken clouds
578,Radzyn Podlaski,PL,51.7833,22.6167,39.2,75,0,4.61,clear sky
579,Alyangula,AU,-13.8483,136.4192,77.0,100,75,12.3,broken clouds
580,Lady Frere,ZA,-31.7031,27.2329,50.86,53,7,5.01,clear sky
581,Saint-Pierre,RE,-21.3393,55.4781,77.0,78,90,20.71,light rain
582,Genhe,CN,50.7833,121.5167,44.98,32,28,1.63,scattered clouds
583,Kirove,UA,47.6531,35.6951,35.6,80,0,6.71,clear sky
584,San Jeronimo,PE,-11.9472,-75.2829,50.31,78,26,5.75,scattered clouds
585,Shingu,JP,33.7333,135.9833,62.6,67,40,4.61,scattered clouds
586,Trojes,AL,41.756,19.962,48.2,87,0,2.3,clear sky
587,Parabel,RU,58.6978,81.4825,35.76,97,100,5.55,light rain
588,Walvis Bay,NA,-22.9575,14.5053,57.2,94,11,6.91,few clouds
589,Valle Hermoso,MX,25.6667,-97.8333,87.8,30,75,14.97,broken clouds
590,Necochea,AR,-38.5473,-58.7368,59.0,75,40,5.99,scattered clouds
591,Ronneby,SE,56.21,15.276,28.4,74,3,3.44,clear sky
592,Alcudia,ES,39.8532,3.1214,59.0,67,20,8.05,few clouds
593,Porbandar,IN,21.6422,69.6093,79.54,77,96,7.74,overcast clouds
594,Petatlan,MX,17.5167,-101.2667,84.2,70,1,5.41,clear sky
595,Leh,IN,34.1667,77.5833,23.92,31,1,3.94,clear sky
596,Eskisehir,TR,39.7767,30.5206,48.2,93,75,11.5,moderate rain
597,Apt,FR,43.8833,5.4,48.2,87,0,2.3,clear sky
598,Kutum,SD,14.2,24.6667,78.57,16,96,11.5,overcast clouds
599,Sopelana,ES,43.3789,-2.9831,66.2,42,0,10.36,clear sky
600,Auki,SB,-8.7676,160.7034,84.92,70,54,2.44,broken clouds
601,Vigeland,NO,58.0844,7.305,39.99,46,1,5.01,clear sky
602,Lavrentiya,RU,65.5833,-171.0,32.95,92,89,2.08,overcast clouds
603,Togur,RU,58.3631,82.8265,34.27,96,97,4.61,overcast clouds
604,Pec,XK,42.6591,20.2883,42.8,56,0,2.3,clear sky
605,Gizo,SB,-8.103,156.8419,84.94,68,78,8.52,broken clouds
606,Lake Havasu City,US,34.4839,-114.3224,89.6,12,1,21.85,clear sky
607,Mongo,TD,12.1844,18.693,84.24,39,70,4.72,broken clouds
608,Afua,BR,-0.1567,-50.3867,75.79,90,92,4.56,overcast clouds
609,Ossora,RU,59.2353,163.0719,31.86,99,100,6.76,snow
610,Marau,BR,-28.4492,-52.2,60.93,97,100,1.81,overcast clouds
611,Mitsamiouli,KM,-11.3847,43.2844,81.0,74,99,9.98,overcast clouds
612,Altamira,BR,-3.2033,-52.2064,73.58,97,95,2.62,overcast clouds
613,Noyabrsk,RU,63.1994,75.4507,32.86,99,100,2.77,overcast clouds
614,Flinders,AU,-34.5833,150.8552,66.0,72,0,3.0,clear sky
615,Mansa,IN,29.9833,75.3833,71.11,25,0,5.64,clear sky
616,Tabas,IR,33.5959,56.9244,79.0,17,94,4.54,overcast clouds
617,Grao Mogol,BR,-16.5594,-42.8897,67.53,60,0,2.84,clear sky
618,Hanmer Springs,NZ,-42.5167,172.8167,57.4,44,75,9.86,moderate rain
619,Samarai,PG,-10.6167,150.6667,84.29,73,39,15.08,scattered clouds
620,Angoche,MZ,-16.2325,39.9086,75.92,79,95,3.27,overcast clouds
621,Jardim,BR,-21.4803,-56.1381,72.16,78,89,12.71,moderate rain
622,Dali,CN,25.7,100.1833,60.19,42,13,3.6,few clouds
623,Kenai,US,60.5544,-151.2583,55.4,38,1,4.61,clear sky
624,Yeniseysk,RU,58.4497,92.1703,33.08,98,100,4.29,light snow
625,Namibe,AO,-15.1961,12.1522,77.86,78,31,0.83,scattered clouds
626,Barrhead,GB,55.7992,-4.3929,43.0,81,52,8.05,broken clouds
627,Prainha,BR,-1.8,-53.48,75.9,94,75,3.22,broken clouds
628,Yelizovo,RU,53.1873,158.3805,35.6,100,90,8.95,overcast clouds
629,Innisfail,AU,-17.5333,146.0333,74.41,95,100,7.2,overcast clouds
630,Ojinaga,MX,29.5667,-104.4167,86.0,8,1,4.61,clear sky
631,Abaca,PH,9.9204,124.5051,81.32,76,87,2.39,overcast clouds
632,Rostovka,RU,55.3842,71.8891,40.08,51,100,11.21,overcast clouds
633,Paamiut,GL,61.994,-49.6678,39.78,76,100,7.96,overcast clouds
634,Cochabamba,BO,-17.3895,-66.1568,64.4,52,40,18.41,scattered clouds
635,Ambon,ID,-3.6954,128.1814,82.4,83,40,2.3,scattered clouds
636,La Sarre,CA,48.8002,-79.1996,39.54,75,99,9.53,light rain
637,Solnechnyy,RU,50.7214,136.6319,34.57,39,41,12.82,scattered clouds
638,Hailin,CN,44.5833,129.4167,49.05,27,1,13.4,clear sky
639,Guerrero Negro,MX,27.9769,-114.0611,64.08,64,9,19.35,clear sky
640,Ankang,CN,32.68,109.0172,54.39,93,100,2.68,overcast clouds
641,Bilma,NE,18.6853,12.9164,86.7,11,1,7.0,clear sky
642,Arman,RU,59.7,150.1667,22.91,59,100,11.77,overcast clouds
643,Itupiranga,BR,-5.1347,-49.3267,75.85,93,80,1.99,broken clouds
644,Fukue,JP,32.6881,128.8419,62.6,82,20,14.97,few clouds
645,Marsa Matruh,EG,31.3525,27.2453,64.4,48,0,9.22,clear sky
646,Eravur,LK,7.7733,81.6095,78.19,81,23,3.33,few clouds
647,Bajna,IN,27.9,77.6833,73.54,20,0,7.65,clear sky
648,Kandrian,PG,-6.2167,149.55,85.84,67,25,5.77,scattered clouds
649,Mbini,GQ,1.574,9.6134,77.0,100,40,3.11,scattered clouds
650,Kismayo,SO,-0.3582,42.5454,81.12,74,46,8.46,scattered clouds
651,Aksarka,RU,66.5606,67.7975,32.25,87,100,4.72,overcast clouds
652,Bima,ID,-8.4667,118.7167,79.54,84,13,3.94,few clouds
653,Dafeng,CN,23.4517,108.5881,74.73,96,100,4.94,overcast clouds
654,Ryotsu,JP,38.0833,138.4333,55.4,76,75,11.5,broken clouds
655,Aripuana,BR,-9.1667,-60.6333,73.78,97,57,1.19,broken clouds
656,Novyy Urengoy,RU,66.0833,76.6333,30.58,84,100,7.29,overcast clouds
657,Ust-Donetskiy,RU,47.6419,40.8718,40.46,82,50,5.7,scattered clouds
658,Nizhniy Odes,RU,63.6445,54.856,40.64,86,100,7.96,overcast clouds
659,Rio Grande,BR,-32.035,-52.0986,64.99,94,100,8.25,light rain
660,Pingdingshan,CN,33.7385,113.3012,56.28,79,100,10.89,overcast clouds
661,Phan Thiet,VN,10.9333,108.1,81.72,73,59,4.7,broken clouds
662,Nanning,CN,22.8167,108.3167,77.0,94,75,4.47,broken clouds
663,Kaukauna,US,44.278,-88.272,48.2,66,75,12.66,broken clouds
664,Bara,NG,10.3744,10.7288,82.62,64,86,14.0,overcast clouds
665,Trelew,AR,-43.249,-65.3051,58.19,48,5,6.49,clear sky
666,Derzhavinsk,KZ,51.1,66.3167,43.84,44,87,18.03,overcast clouds
667,Kieta,PG,-6.2167,155.6333,80.01,83,99,5.64,overcast clouds
668,Roald,NO,62.5833,6.1333,34.0,93,75,4.61,broken clouds
669,Makokou,GA,0.5738,12.8642,67.19,95,48,0.45,scattered clouds
670,Kampene,CD,-3.6,26.6667,68.04,99,100,1.81,light rain
671,Kurkino,RU,53.4257,38.6582,32.49,85,91,16.4,overcast clouds
672,Vigia Del Fuerte,CO,6.5789,-76.8863,76.33,94,94,1.41,overcast clouds
673,Flin Flon,CA,54.7682,-101.865,30.2,34,40,4.61,scattered clouds
